"","Section","Category","Example","job","jobcode"
"1817","Technology","Data base reporting software","Microsoft SQL Server Reporting Services","Computer Programmer","15-1131.00"
"1818","Technology","Data base reporting software","ReCrystallize Crystal Reports","Computer Programmer","15-1131.00"
"1819","Technology","Data base reporting software","SAP Crystal Reports","Computer Programmer","15-1131.00"
"1820","Technology","Data base user interface and query software","Apache Hive","Computer Programmer","15-1131.00"
"1821","Technology","Data base user interface and query software","Data entry software","Computer Programmer","15-1131.00"
"1822","Technology","Data base user interface and query software","Microsoft Access","Computer Programmer","15-1131.00"
"1823","Technology","Data base user interface and query software","Transact-SQL","Computer Programmer","15-1131.00"
"1824","Technology","Data mining software","Google Analytics","Computer Programmer","15-1131.00"
"1825","Technology","Desktop publishing software","Microsoft Publisher","Computer Programmer","15-1131.00"
"1826","Technology","Development environment software","Apache Maven","Computer Programmer","15-1131.00"
"1827","Technology","Development environment software","C","Computer Programmer","15-1131.00"
"1828","Technology","Development environment software","Microsoft PowerShell","Computer Programmer","15-1131.00"
"1829","Technology","Development environment software","Verilog","Computer Programmer","15-1131.00"
"1830","Technology","Document management software","Adobe Systems Adobe Acrobat","Computer Programmer","15-1131.00"
"1831","Technology","Document management software","Virage VS Archive","Computer Programmer","15-1131.00"
"1832","Technology","Electronic mail software","Microsoft Exchange Server","Computer Programmer","15-1131.00"
"1833","Technology","Enterprise application integration software","Extensible markup language XML","Computer Programmer","15-1131.00"
"1834","Technology","Enterprise application integration software","IBM WebSphere","Computer Programmer","15-1131.00"
"1835","Technology","Enterprise application integration software","Progress Sonic ESB","Computer Programmer","15-1131.00"
"1836","Technology","Enterprise application integration software","SAP NetWeaver BW","Computer Programmer","15-1131.00"
"1837","Technology","Enterprise resource planning ERP software","Microsoft Dynamics","Computer Programmer","15-1131.00"
"1838","Technology","Enterprise resource planning ERP software","NetSuite ERP","Computer Programmer","15-1131.00"
"1839","Technology","Enterprise resource planning ERP software","Oracle Fusion Applications","Computer Programmer","15-1131.00"
"1840","Technology","Enterprise resource planning ERP software","SAP","Computer Programmer","15-1131.00"
"1841","Technology","Enterprise system management software","IBM Power Systems software","Computer Programmer","15-1131.00"
"1842","Technology","Enterprise system management software","Microsoft Systems Management Server","Computer Programmer","15-1131.00"
"1843","Technology","Enterprise system management software","Splunk Enterprise","Computer Programmer","15-1131.00"
"1844","Technology","File versioning software","Apache Subversion SVN","Computer Programmer","15-1131.00"
"1845","Technology","File versioning software","Git","Computer Programmer","15-1131.00"
"1846","Technology","Financial analysis software","Delphi Technology","Computer Programmer","15-1131.00"
"1847","Technology","Financial analysis software","Oracle E-Business Suite Financials","Computer Programmer","15-1131.00"
"1848","Technology","Graphical user interface development software","Basis BBx VisualPRO/5","Computer Programmer","15-1131.00"
"1849","Technology","Graphical user interface development software","Graphical user interfaces GUI","Computer Programmer","15-1131.00"
"1850","Technology","Graphics or photo imaging software","Adobe Systems Adobe Fireworks","Computer Programmer","15-1131.00"
"1851","Technology","Graphics or photo imaging software","Adobe Systems Adobe Photoshop","Computer Programmer","15-1131.00"
"1852","Technology","Graphics or photo imaging software","Corel CorelDraw Graphics Suite","Computer Programmer","15-1131.00"
"1853","Technology","Graphics or photo imaging software","Microsoft Visio","Computer Programmer","15-1131.00"
"1854","Technology","Human resources software","Human resource management software HRMS","Computer Programmer","15-1131.00"
"1855","Technology","Map creation software","ESRI ArcGIS software","Computer Programmer","15-1131.00"
"1856","Technology","Map creation software","Geographic information system GIS software","Computer Programmer","15-1131.00"
"1857","Technology","Medical software","Epic Systems","Computer Programmer","15-1131.00"
"1858","Technology","Metadata management software","CA Erwin Data Modeler","Computer Programmer","15-1131.00"
"1859","Technology","Network monitoring software","Nagios","Computer Programmer","15-1131.00"
"1860","Technology","Network monitoring software","Network intrusion prevention systems NIPS","Computer Programmer","15-1131.00"
"1861","Technology","Network monitoring software","Snort","Computer Programmer","15-1131.00"
"1862","Technology","Network monitoring software","Wireshark","Computer Programmer","15-1131.00"
"1863","Technology","Network security and virtual private network VPN equipment software","Virtual private networking VPN software","Computer Programmer","15-1131.00"
"1864","Technology","Object or component oriented development software","C++","Computer Programmer","15-1131.00"
"1865","Technology","Object or component oriented development software","jQuery","Computer Programmer","15-1131.00"
"1866","Technology","Object or component oriented development software","Oracle Java","Computer Programmer","15-1131.00"
"1867","Technology","Object or component oriented development software","Python","Computer Programmer","15-1131.00"
"1868","Technology","Object oriented data base management software","Hibernate ORM","Computer Programmer","15-1131.00"
"1869","Technology","Object oriented data base management software","Microsoft Visual FoxPro","Computer Programmer","15-1131.00"
"1870","Technology","Object oriented data base management software","PostgreSQL","Computer Programmer","15-1131.00"
"1871","Technology","Office suite software","Microsoft Office","Computer Programmer","15-1131.00"
"1872","Technology","Operating system software","Bash","Computer Programmer","15-1131.00"
"1873","Technology","Operating system software","KornShell","Computer Programmer","15-1131.00"
"1874","Technology","Operating system software","Linux","Computer Programmer","15-1131.00"
"1875","Technology","Operating system software","Ubuntu","Computer Programmer","15-1131.00"
"1876","Technology","Portal server software","Apache HTTP Server","Computer Programmer","15-1131.00"
"1877","Technology","Presentation software","Microsoft PowerPoint","Computer Programmer","15-1131.00"
"1878","Technology","Program testing software","Hewlett Packard LoadRunner","Computer Programmer","15-1131.00"
"1879","Technology","Program testing software","JUnit","Computer Programmer","15-1131.00"
"1880","Technology","Program testing software","Selenium","Computer Programmer","15-1131.00"
"1881","Technology","Program testing software","Symbolic debugger software","Computer Programmer","15-1131.00"
"1882","Technology","Project management software","Microsoft Project","Computer Programmer","15-1131.00"
"1883","Technology","Project management software","Microsoft SharePoint","Computer Programmer","15-1131.00"
"1884","Technology","Requirements analysis and system architecture software","Unified modeling language UML","Computer Programmer","15-1131.00"
"1885","Technology","Spreadsheet software","Microsoft Excel","Computer Programmer","15-1131.00"
"1886","Technology","Transaction security and virus protection software","McAfee","Computer Programmer","15-1131.00"
